keydevid,companyid,keydeveventtypeid,announcedate,gvkey
83353,30065,25,20030812,063661
83399,956740,25,20030811,
83399,4058796,25,20030811,
83435,229510,25,20030222,001945
83707,27271,25,20030811,063996
83727,264815,25,20030811,003607
83729,103375,25,20030811,100080
83734,2158437,25,20030811,
83734,7844210,25,20030811,
83734,8032551,25,20030811,
83735,33530,25,20030811,122921
83742,384493,25,20030811,110679
84044,516026,25,20030408,
84077,22247,25,20030619,012142
84079,398377,25,20030313,119417
84081,317627,25,20030619,025279
84217,388904,25,20030318,061214
84224,308047,25,20030327,014538
84228,34640,25,20030328,024853
84233,33765,25,20030328,031460
84317,18749,25,20030129,064768
84319,394620,25,20030303,116857
84325,26268,25,20030310,003278
84331,336241,25,20030316,030990
84334,298341,25,20030306,013075
84629,879846,25,20020405,206182
84643,1065455,25,20020510,
84655,3027749,25,20030131,260149
84671,26546,25,20030627,145431
84779,21835,25,20020304,012141
85073,866370,25,20030416,
85074,120343,25,20030416,101264
85076,103375,25,20030417,100080
85076,275442,25,20030417,005180
85077,516026,25,20030417,
85078,130705,25,20030418,012441
85081,103375,25,20030421,100080
85081,275442,25,20030421,005180
85082,26642,25,20030402,003144
85085,31824,25,20030402,
85087,313055,25,20030402,011259
85088,276601,25,20030423,002269
85094,331852,25,20030429,007672
85095,139488,25,20030417,007154
85100,275442,25,20030417,005180
85100,432063,25,20030417,007392
85101,212031,25,20030429,063500
85102,339558,25,20030429,028632
85103,315117,25,20030429,011550
85104,288255,25,20030430,020204
85110,177031,25,20030605,005047
85110,721972,25,20030605,
85110,758986,25,20030605,
85114,956254,25,20030606,001164
85125,21803,25,20030607,007267
85165,391687,25,20030312,003243
85191,89541,25,20030320,137572
85199,93614,25,20030320,009155
85206,136333,25,20030324,066708
85219,304195,25,20030325,009867
85227,267850,25,20030218,004093
85237,277603,25,20030218,020237
85240,610505,25,20030218,180942
85243,473285,25,20030218,030128
85254,311454,25,20030218,011038
85262,2220210,25,20030218,108712
85271,3534201,25,20030225,
85273,4338881,25,20030224,
85285,93396,25,20030225,004194
85317,24937,25,20030114,001690
85328,321514,25,20020114,025961
85328,4341381,25,20020114,
85351,385288,25,20030210,016681
85510,34907,25,20020114,001278
85835,93038,25,20020919,
86178,197012,25,20030715,027794
86180,207221,25,20030718,061567
86350,264815,25,20030718,003607
86352,92716,25,20030718,133246
86353,120343,25,20030718,101264
86353,410453,25,20030718,019641
86368,318091,25,20030718,004611
86396,1935444,25,20030717,
86396,7982868,25,20030717,
86408,391687,25,20021221,003243
86408,410467,25,20021221,015576
86461,326183,25,20030716,013351
86528,207221,25,20030717,061567
86534,197012,25,20030717,027794
86559,19691,25,20030718,020779
86572,27185,25,20030718,119273
86592,290269,25,20021105,007658
86626,247483,25,20030715,001078
86626,264625,25,20030715,
86636,658776,25,20030715,002968
86637,32696,25,20030715,066519
86649,398118,25,20030715,007908
86652,27899,25,20030715,126295
86658,3545150,25,20021220,061535
86659,34176,25,20021230,116504
86660,7827996,25,20021220,
86662,249925,25,20030126,002055
86662,658776,25,20030126,002968
86688,695017,25,20021219,153589
86781,650516,25,20021230,015289
86818,8100317,25,20030715,
86893,289834,25,20021227,007691
86896,384493,25,20030716,110679
86914,308047,25,20030716,014538
86914,658762,25,20030716,141390
86959,6528525,25,20030714,
87013,390978,25,20030709,063412
87013,3333625,25,20030709,243196
87021,4165593,25,20030709,
87026,334578,25,20030709,029677
87055,27338,25,20030709,031467
87066,207221,25,20030709,061567
87069,839055,25,20030709,
87073,6462570,25,20030709,144646
87095,100310,25,20030708,030893
87096,7701680,25,20030708,
87097,36712,25,20030708,
87102,172899,25,20030708,002547
87104,4085228,25,20030708,
87113,7715147,25,20030708,
87116,393940,25,20030712,116029
87123,18921,25,20030712,001581
87123,36712,25,20030712,
87123,100231,25,20030712,009899
87187,3069829,25,20030711,
87194,249205,25,20030711,015708
87201,7769857,25,20030711,
87203,4765566,25,20030711,
87205,691780,25,20030711,014291
87206,184002,25,20030711,148276
87207,7835701,25,20030711,
87217,7940178,25,20030711,
87228,34378,25,20030708,029389
87231,325999,25,20030708,025950
87242,7960124,25,20030710,
87248,3678735,25,20030710,009537
87250,25325,25,20030708,132361
87252,310192,25,20030710,017252
87260,249652,25,20030708,001359
87262,7991465,25,20030710,
87305,36712,25,20030709,
87305,339972,25,20030709,061489
87323,207221,25,20030710,061567
87329,33604,25,20030710,064766
87341,173840,25,20030710,003532
87341,7985075,25,20030710,
87346,266311,25,20030710,003851
87391,294550,25,20030710,008823
88178,7422652,25,20030530,
88191,294863,25,20030602,008299
88191,664194,25,20030602,
88191,3545222,25,20030602,
88191,7919824,25,20030602,
88269,3635842,25,20030614,
88271,670469,25,20030613,020942
88271,8143007,25,20030613,
88276,4245004,25,20030613,
88287,8102502,25,20030617,
88291,7961113,25,20030623,
88292,516026,25,20030623,
88301,3641046,25,20030304,
88312,516026,25,20030624,
88370,6710983,25,20030606,
88374,121853,25,20030605,
88374,898883,25,20030605,
88379,4908102,25,20030605,
88409,103540,25,20030424,261826
88409,190636,25,20030424,010793
88409,688708,25,20030424,
88409,1441168,25,20030424,
88409,4262505,25,20030424,
88409,6648013,25,20030424,
88415,6493105,25,20030310,
88421,874497,25,20030528,222505
88426,3563691,25,20030528,
88426,7705923,25,20030528,
88445,8200311,25,20030528,
88446,4532861,25,20030528,
88448,704661,25,20030529,
88448,854067,25,20030529,016473
88454,8221279,25,20030530,
88455,4611502,25,20030530,
88457,8057646,25,20030530,
88458,163041,25,20030530,004584
88552,131942,25,20030506,
88569,7823811,25,20030507,
88579,7925293,25,20030507,
88699,661102,25,20030131,015673
88707,6477602,25,20030131,
88714,869487,25,20030203,
88723,700238,25,20030203,
88725,1028234,25,20030128,006901
88725,7828841,25,20030128,
88725,7962287,25,20030128,
88726,6709668,25,20030207,
88727,8162782,25,20030207,
88744,314515,25,20030210,011465
88750,7910952,25,20030210,
88792,7870667,25,20030128,
88794,7918178,25,20030128,
88830,4432611,25,20030114,
88837,5546160,25,20030114,
88840,7848818,25,20030114,
88840,7917536,25,20030114,
88840,8082749,25,20030114,
88841,932077,25,20030120,
88843,4183318,25,20030128,
88856,319676,25,20030307,019661
88892,20571,25,20030213,004988
88894,664384,25,20030213,165912
88898,7731689,25,20030213,
88900,103659,25,20030212,
88910,4280175,25,20030211,
88912,8032654,25,20030213,
88945,4449596,25,20030110,
88946,121853,25,20030110,
88994,370857,25,20030703,002285
88994,1236048,25,20030703,028897
88996,1974492,25,20030703,155395
89002,336410,25,20030703,030023
89002,613562,25,20030703,009653
89005,21803,25,20030703,007267
89009,1579389,25,20030703,001388
89010,36712,25,20030703,
89020,4373750,25,20030310,
89021,7959697,25,20030310,
89023,7732951,25,20030310,
89032,8161504,25,20030421,
89043,7917240,25,20030423,
89046,7665425,25,20030421,
89077,7732951,25,20030311,
89105,690041,25,20030311,152670
89117,7756778,25,20030318,
89157,34883,25,20030702,062655
89157,386189,25,20030702,112185
89159,393883,25,20030702,115831
89160,92716,25,20030702,133246
89164,278212,25,20030702,005568
89166,33562,25,20030702,146619
89167,21803,25,20030702,007267
89168,251230,25,20030702,001704
89169,302036,25,20030702,009483
89170,368537,25,20030702,
89171,386744,25,20030702,030964
89178,8142430,25,20030424,
89180,413857,25,20030702,135990
89182,7919862,25,20030424,
89184,162388,25,20030424,
89185,297114,25,20030424,008596
89223,7714653,25,20030319,
89238,516026,25,20030319,
89271,7917526,25,20030320,
89343,136333,25,20030630,066708
89343,182707,25,20030630,007772
89350,391751,25,20030630,064757
89350,7728516,25,20030630,
89350,8182308,25,20030630,
89359,515275,25,20030604,015704
89360,5776466,25,20030408,
89360,8163427,25,20030408,
89363,30409,25,20030408,162742
89365,170260,25,20030630,002137
89365,376406,25,20030630,065501
89368,1039587,25,20030409,106709
89370,135827,25,20030630,006127
89375,120343,25,20030630,101264
89383,281544,25,20030630,011722
89383,8140833,25,20030630,
89400,7675730,25,20030630,006307
89426,874364,25,20030404,101327
89433,370857,25,20030405,002285
89435,935160,25,20030405,
89438,864763,25,20030406,125134
89439,346595,25,20030406,030563
89450,516026,25,20030409,
89452,4163038,25,20030409,
89454,2337679,25,20030409,128019
89456,163958,25,20030408,
89529,7942288,25,20030303,
89530,8122354,25,20030303,
89575,100231,25,20030630,009899
89590,1680186,25,20030401,
89592,4258091,25,20030415,
89594,8160285,25,20030401,
89598,33328,25,20030401,008762
89602,25349923,25,20030401,
89612,1028255,25,20030401,115587
89612,7925195,25,20030401,
89612,8057822,25,20030401,
89612,8122543,25,20030401,
89629,7728303,25,20030326,
89631,7823462,25,20030326,
89641,4238116,25,20030331,
89648,516026,25,20030415,
89660,166457,25,20021125,065084
89665,7960422,25,20030220,
89671,410467,25,20030220,015576
89674,265732,25,20021126,003786
89682,4176571,25,20030219,015121
89685,289729,25,20030220,007562
89689,254847,25,20021126,002222
89707,1035318,25,20021210,
89715,321514,25,20021213,025961
89734,1286686,25,20030215,
89734,7731698,25,20030215,
89735,518946,25,20030214,
89735,7728303,25,20030214,
89753,4451203,25,20030217,
89753,7756073,25,20030217,
89777,2447053,25,20030223,
89780,4640903,25,20030224,
89782,4729559,25,20030227,
89789,1579389,25,20030221,001388
89791,7941828,25,20030221,
89792,289729,25,20030220,007562
89793,1052116,25,20030221,
89795,6472600,25,20030221,
89861,370714,25,20030206,065615
89864,7728303,25,20030206,
89865,4663737,25,20030206,
89868,1025798,25,20030206,009031
89873,302295,25,20030206,009494
89874,7919288,25,20030123,
89894,34083,25,20030215,112004
89897,7938672,25,20030215,006495
89918,280458,25,20030501,005870
89958,883792,25,20030123,210978
89965,131627,25,20030626,060902
89965,3120752,25,20030626,144647
89989,331654,25,20030303,029791
90021,340967,25,20030110,061112
90021,8158549,25,20030110,
90023,362000,25,20030110,025405
90075,1522901,25,20030627,015173
90125,26642,25,20030626,003144
90128,197012,25,20030626,027794
90153,135827,25,20030626,006127
90243,34903,25,20030626,012136
90252,283024,25,20030626,006338
90338,675585,25,20030625,138143
90341,675585,25,20030625,138143
90357,135827,25,20030425,006127
90360,29374,25,20030425,012589
90365,874470,25,20030408,100292
90365,4304529,25,20030408,
90383,664194,25,20030509,
90385,333920,25,20030515,029143
90389,253018,25,20030515,001919
90398,21803,25,20030429,007267
90398,955699,25,20030429,
90399,29894056,25,20030430,
90405,34378,25,20030430,029389
90405,362139,25,20030430,064782
90409,1342647,25,20030515,
90432,268713,25,20030515,004274
90521,613562,25,20030213,009653
90521,8032687,25,20030213,
90526,32710,25,20030214,018699
90535,190636,25,20030214,010793
90543,35002,25,20030625,010232
90550,353867,25,20030625,063643
90558,177031,25,20030415,005047
90588,353867,25,20030624,063643
90590,174438,25,20030624,003813
90591,276601,25,20030624,002269
90625,1410285,25,20030130,
90625,4333015,25,20030130,
90639,283806,25,20030122,006548
90640,473285,25,20030617,030128
90699,20889,25,20030130,
90710,154916,25,20030428,014192
90714,177126,25,20030219,005073
90717,310074,25,20030219,010889
90729,21803,25,20030220,007267
90740,238570,25,20030220,010920
90745,413857,25,20030220,135990
90747,331701,25,20030110,030006
90753,36712,25,20030515,
90785,7903029,25,20030624,
90814,29681,25,20030414,062712
90889,288502,25,20030623,007257
90906,103599,25,20030213,011636
90915,346918,25,20030116,
90915,829707,25,20030116,
90915,4458927,25,20030116,
90915,7003577,25,20030116,061898
90916,339972,25,20030116,061489
90931,289834,25,20030117,007691
90942,28424,25,20030117,
90944,18527,25,20030118,210418
90945,299772,25,20030117,019463
90947,4180463,25,20030117,104432
90977,181695,25,20030507,007155
91024,139488,25,20030623,007154
91044,7422652,25,20030306,
91059,907021,25,20030304,009526
91064,8123655,25,20030304,
91104,339972,25,20030521,061489
91148,309989,25,20030320,010857
91182,7689941,25,20030328,
91192,250243,25,20030303,017366
91199,32587,25,20030303,024381
91203,27028,25,20030303,
91206,413857,25,20030329,135990
91207,7672427,25,20030303,
91305,7702642,25,20030224,
91312,135827,25,20030228,006127
91321,527542,25,20030228,007977
91322,339972,25,20030228,061489
91404,112350,25,20030621,006066
91421,874091,25,20030112,063477
91426,358594,25,20030113,031240
91452,32140,25,20030115,120720
91452,1018302,25,20030115,
91465,190636,25,20030202,010793
91476,392856,25,20030102,062689
91476,658776,25,20030102,002968
91487,390225,25,20030101,011506
91489,321514,25,20030103,025961
91500,105872,25,20030104,065776
91518,811671,25,20030108,
91533,29538,25,20030110,122674
91533,866370,25,20030110,
91537,5103767,25,20030110,
91551,257521,25,20030108,021300
91556,162270,25,20030528,008530
91556,1805674,25,20030528,008352
91560,4222364,25,20030529,
91561,368537,25,20030529,
91562,26298,25,20030529,011904
91581,106772,25,20030529,017828
91605,19049,25,20021223,007647
91608,24804,25,20021226,065669
91609,8163427,25,20021224,
91621,8057747,25,20021231,
91628,1900707,25,20030620,
91640,4277405,25,20030619,
91643,331852,25,20030604,007672
91646,36712,25,20030604,
91720,346012,25,20030619,012233
91758,313055,25,20030619,011259
91764,416178,25,20030605,021361
91769,31063165,25,20030605,174729
91782,7823985,25,20030606,
91799,36712,25,20030611,
91801,29374,25,20030207,012589
91803,110001,25,20030612,060900
91808,29618,25,20030220,
91808,160077,25,20030220,145046
91808,7940024,25,20030220,
91808,22439295,25,20030220,
91815,336888,25,20030612,022139
91815,1013753,25,20030612,
91824,31210,25,20030211,031150
91824,4997563,25,20030211,153668
91852,248501,25,20030603,001230
91869,27862,25,20030505,114524
91885,112305,25,20030505,122514
91890,284342,25,20030505,006502
91893,21835,25,20030505,012141
91896,21835,25,20030505,012141
91904,313055,25,20030505,011259
91965,413857,25,20030403,135990
91977,374316,25,20030403,065310
92008,325771,25,20030502,017080
92059,424126,25,20030618,145911
92080,30065,25,20030618,063661
92080,280236,25,20030618,006010
92080,8160681,25,20030618,
92178,30746925,25,20030203,
92181,306596,25,20030204,010277
92183,112350,25,20030205,006066
92184,288924,25,20030205,007316
92187,396414,25,20030207,029322
92192,99186,25,20030310,007585
92193,112350,25,20030310,006066
92195,415798,25,20030310,002136
92196,415798,25,20030310,002136
92197,100537,25,20030310,001013
92198,93614,25,20030310,009155
92200,365464,25,20030313,065484
92201,103375,25,20030312,100080
92205,139673,25,20030313,009459
92205,275442,25,20030313,005180
92205,325961,25,20030313,013467
92205,1792003,25,20030313,
92205,3554691,25,20030313,
92205,6463058,25,20030313,
92205,7915503,25,20030313,
92206,97461,25,20030320,101317
92209,1038328,25,20030320,143356
92214,139677,25,20030320,006266
92214,621899,25,20030320,
92216,1579389,25,20030320,001388
92232,27321,25,20030617,062336
92253,271199,25,20030617,015208
92270,177126,25,20030116,005073
92312,322899,25,20030117,001166
92320,340250,25,20030121,060931
92320,6463655,25,20030121,
92333,309703,25,20030617,014830
92350,21835,25,20030617,012141
92389,177031,25,20030415,005047
92390,97957,25,20030617,013375
92390,4259068,25,20030617,
92409,166762,25,20030214,012726
92429,97518,25,20030218,
92429,205386,25,20030218,010984
92439,25281,25,20030616,065368
92440,31841,25,20030616,065937
92455,341344,25,20030616,061171
92458,25403751,25,20030221,165675
92460,325999,25,20030105,025950
92462,293889,25,20030104,008151
92463,319809,25,20030221,014924
92465,319809,25,20030221,014924
92467,32657,25,20030221,132502
92467,103599,25,20030221,011636
92469,112305,25,20030221,122514
92470,27102,25,20030221,148249
92476,4165475,25,20030221,
92476,4241134,25,20030221,
92476,8102098,25,20030221,
92479,302617,25,20030221,009611
92482,112305,25,20030104,122514
92505,33604,25,20030129,064766
92508,1259829,25,20030129,
92511,30061,25,20030129,120458
92513,330589,25,20030129,029968
92516,25048,25,20030129,121493
92517,247906,25,20030129,015598
92557,1067744,25,20030107,
92562,4081253,25,20030210,
92564,658762,25,20030210,141390
92565,24796,25,20030210,017197
92651,626510,25,20030508,
92654,389673,25,20030508,206703
92677,24689,25,20030404,025056
92681,105903,25,20030221,138005
92682,274944,25,20030214,018549
92698,276601,25,20030424,002269
92699,3460082,25,20030424,156818
